Start Time,End Time,Total Intensity Measured [J/m2],Diffuse Intensity Measured [J/m2],Direct Intensity Measured [J/m2],Reflected Intensity Measured [J/m2],Total Intensity Calculated [J/m2],Diffuse Intensity Calculated [J/m2],Direct Intensity Calculated [J/m2],Reflected Intensity Calculated [J/m2],Total Intensity Difference [%],Diffuse Intensity Difference [%],Direct Intensity Difference [%],Reflected Intensity Difference [%]
10/26/14 00:13:00,10/26/14 00:13:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 00:14:00,10/26/14 00:14:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 00:15:00,10/26/14 00:15:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 00:16:00,10/26/14 00:16:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 00:17:00,10/26/14 00:17:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 00:18:00,10/26/14 00:18:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 00:19:00,10/26/14 00:19:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 00:20:00,10/26/14 00:20:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 00:21:00,10/26/14 00:21:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 00:22:00,10/26/14 00:22:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
10/26/14 00:23:00,10/26/14 00:23:00,3.542400E-003,0.000000E+000,-0.000000E+000,3.542400E-003,3.543991E-003,0.000000E+000,0.000000E+000,3.543991E-003,4.490456E-002,0.000000E+000,0.000000E+000,4.490456E-002
